2020-06-24T12:08:32.220975352Z, , trt-samf-loragw01 
2020-06-24T12:08:44.343178817Z, , trt-samf-loragw01 
2020-06-24T12:08:56.477623888Z, , trt-samf-loragw01 
2020-06-24T12:09:20.751881631Z, , trt-samf-loragw01 
2020-06-24T12:09:32.874791697Z, , trt-samf-loragw01 
2020-06-24T12:09:45.023071874Z, , trt-samf-loragw01 
2020-06-24T12:09:57.158006744Z, , trt-samf-loragw01 
2020-06-24T12:10:09.288503813Z, , trt-samf-loragw01 
2020-06-24T12:10:21.418621982Z, , trt-samf-loragw01 
2020-06-24T12:10:33.587678468Z, , trt-samf-loragw01 
2020-06-24T12:10:45.700195929Z, , trt-samf-loragw01 
2020-06-24T12:11:22.099245739Z, , trt-samf-loragw01 
2020-06-24T12:11:34.236487811Z, , trt-samf-loragw01 
2020-06-24T12:11:46.36800878Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:11:58.507656053Z, , trt-samf-loragw01 
2020-06-24T12:12:10.646934326Z, , trt-sluppen-loragw01 
2020-06-24T12:12:22.772312993Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:12:40.481928131Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:12:52.63613301Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:13:04.753757474Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:13:16.970269581Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:13:29.027193117Z, , trt-samf-loragw01 
2020-06-24T12:13:41.164974789Z, , trt-samf-loragw01 
2020-06-24T12:13:53.298022259Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:14:05.43342243Z, , trt-samf-loragw01 
2020-06-24T12:14:17.562847899Z, , trt-samf-loragw01 
2020-06-24T12:14:29.706393173Z, , trt-samf-loragw01 
2020-06-24T12:14:41.885161964Z, , trt-samf-loragw01 
2020-06-24T12:14:53.976056015Z, , trt-samf-loragw01 
2020-06-24T12:15:06.110707886Z, , trt-samf-loragw01 
2020-06-24T12:15:18.238900554Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:15:30.382864829Z, , trt-samf-loragw01 
2020-06-24T12:15:42.510346196Z, , trt-samf-loragw01 
2020-06-24T12:15:54.647159068Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:16:06.78480384Z, , trt-samf-loragw01 
2020-06-24T12:16:18.923241512Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:16:31.055589582Z, , trt-samf-loragw01 
2020-06-24T12:16:43.188974252Z, , trt-samf-loragw01 
2020-06-24T12:16:55.327285625Z, , trt-samf-loragw01 
2020-06-24T12:17:07.462277696Z, , trt-samf-loragw01 
2020-06-24T12:17:19.602947269Z, , trt-samf-loragw01 
2020-06-24T12:17:31.731348637Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:17:43.87091771Z, , trt-samf-loragw01 
2020-06-24T12:17:56.000434378Z, , trt-samf-loragw01 
2020-06-24T12:18:08.129219246Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:18:20.272549575Z, , trt-samf-loragw01 
2020-06-24T12:18:32.401770524Z, , trt-samf-loragw01 
2020-06-24T12:18:44.61895961Z, , trt-samf-loragw01 
2020-06-24T12:18:56.674278527Z, , trt-samf-loragw01 
2020-06-24T12:19:08.805652777Z, , trt-samf-loragw01 
2020-06-24T12:19:33.081988182Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:19:45.213024732Z, , trt-samf-loragw01 
2020-06-24T12:19:57.345378882Z, , trt-samf-loragw01 
2020-06-24T12:20:09.483461435Z, , trt-samf-loragw01 
2020-06-24T12:20:21.629262691Z, , trt-samf-loragw01 
2020-06-24T12:20:33.767105443Z, , trt-samf-loragw01 
2020-06-24T12:20:58.025742041Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:21:10.157392291Z, , trt-samf-loragw01 
2020-06-24T12:21:22.299515545Z, , trt-samf-loragw01 
2020-06-24T12:21:34.427507493Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:21:46.567739647Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:21:58.696436496Z, , trt-samf-loragw01 
2020-06-24T12:22:10.831957647Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:22:22.978096303Z, , trt-samf-loragw01 
2020-06-24T12:22:35.109525853Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:22:47.530119125Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:22:59.379400256Z, , trt-samf-loragw01 
2020-06-24T12:23:11.517797108Z, , trt-samf-loragw01 
2020-06-24T12:23:23.655503061Z, , trt-samf-loragw01 
2020-06-24T12:23:35.783055709Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:23:47.922952062Z, , trt-samf-loragw01 
2020-06-24T12:24:00.053255412Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:24:12.203002869Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:24:24.324147914Z, , trt-samf-loragw01 
2020-06-24T12:24:36.459301566Z, , trt-samf-loragw01 
2020-06-24T12:24:48.592369116Z, , trt-samf-loragw01 
2020-06-24T12:25:00.735628171Z, , trt-samf-loragw01 
2020-06-24T12:25:12.86486332Z, , trt-samf-loragw01 
2020-06-24T12:25:25.000409072Z, , trt-samf-loragw01 
2020-06-24T12:25:37.138141124Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:25:49.264542272Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:26:01.404247725Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:26:13.541056377Z, , trt-sluppen-loragw01 
2020-06-24T12:26:25.678614229Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:26:37.81273228Z, , trt-samf-loragw01 
2020-06-24T12:26:49.94325693Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:27:02.080762482Z, , trt-samf-loragw01 
2020-06-24T12:27:14.212048832Z, , trt-samf-loragw01 
2020-06-24T12:27:26.350054084Z, , trt-samf-loragw01 
2020-06-24T12:27:38.485982536Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:27:50.616853986Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:28:02.761590241Z, , trt-samf-loragw01 
2020-06-24T12:28:14.89168829Z, , trt-samf-loragw01 
2020-06-24T12:28:27.029188843Z, , trt-sluppen-loragw01 
2020-06-24T12:28:39.168820296Z, , trt-samf-loragw01 
2020-06-24T12:28:51.301995946Z, , trt-samf-loragw01 
2020-06-24T12:29:03.429482095Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:29:27.734394712Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:29:39.840000151Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:30:04.106260752Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:30:16.242157603Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:30:28.381352857Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:30:40.514265807Z, , trt-samf-loragw01 
2020-06-24T12:30:52.648178358Z, , trt-samf-loragw01 
2020-06-24T12:31:04.803810718Z, , trt-samf-loragw01 
2020-06-24T12:31:16.945158472Z, , trt-samf-loragw01 
2020-06-24T12:31:29.04902851Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:31:41.192105765Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:31:53.318749412Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:32:05.472812872Z, , trt-samf-loragw01 
2020-06-24T12:32:17.591140816Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:32:29.730101869Z, , trt-samf-loragw01 
2020-06-24T12:32:41.86525432Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:32:54.005181474Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:33:06.134530123Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:33:18.272414675Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:33:30.434743338Z, , trt-samf-loragw01 
2020-06-24T12:33:42.545481079Z, , trt-samf-loragw01 
2020-06-24T12:33:54.672854827Z, , trt-samf-loragw01 
2020-06-24T12:34:06.81090988Z, , trt-samf-loragw01 
2020-06-24T12:34:18.945852031Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:34:31.080087882Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:34:43.222112036Z, , trt-samf-loragw01 
2020-06-24T12:34:55.355737587Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:35:09.257544388Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:35:21.392491993Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:35:33.537139Z, , trt-samf-loragw01 
2020-06-24T12:35:45.672362802Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:35:57.806662505Z, , trt-samf-loragw01 
2020-06-24T12:36:09.934051304Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:36:22.071070308Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:36:34.208095411Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:36:46.338397312Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:36:58.474619315Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:37:10.613117219Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:37:22.74382452Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:37:34.883081724Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:37:47.016458426Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:38:11.295725835Z, , trt-samf-loragw01 
2020-06-24T12:38:23.429656637Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:38:35.558211037Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:38:47.703910044Z, , trt-samf-loragw01 
2020-06-24T12:38:59.833978645Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:39:11.972430749Z, , trt-samf-loragw01 
2020-06-24T12:39:24.108811352Z, , trt-samf-loragw01 
2020-06-24T12:39:36.23363665Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:39:48.376943156Z, , trt-samf-loragw01 
2020-06-24T12:40:00.508780058Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:40:12.648377462Z, , trt-samf-loragw01 
2020-06-24T12:40:24.772930061Z, , trt-samf-loragw01 trt-sluppen-loragw01 
2020-06-24T12:40:36.917850467Z, , trt-samf-loragw01 
2020-06-24T12:40:49.046663767Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:41:01.179829369Z, , trt-samf-loragw01 
2020-06-24T12:41:13.312124171Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:41:25.449600074Z, , trt-sluppen-loragw01 trt-samf-loragw01 
2020-06-24T12:41:37.59204148Z, , trt-samf-loragw01 trt-sluppen-loragw01 
